num__Soil_pH,num__Soil_Moisture,num__Organic_Carbon,num__Electrical_Conductivity,num__Temperature_C,num__Humidity,num__Rainfall_mm,num__Sunlight_Hours,cat__Wind_Speed_kmh,cat__Crop_Growth_Stage,cat__Field_Area_hectare,cat__Mulching_Used,cat__Previous_Irrigation_mm,cat__Region,Total_Water,Evaporation,Soil_Fertility,Heat_Stress
5.331155311143063,12.354894202654911,1.4358908167669353,2.9547841724431483,14.863112569121045,86.37918112575203,548.6707194251895,6.784591620585971,18.95,Flowering,6.79,No,33.19,West,561.0256136278445,99.33499123818892,0.3340080301074505,7.153843382841311
6.91335837070455,24.652668768676573,0.499296431240285,2.753803951794816,20.686008454784368,53.47018759342082,176.68073187594982,7.211500934229838,14.38,Harvest,10.81,Yes,57.76,West,201.3334006446264,149.03379306614423,0.1359975882908375,7.008653675068323
6.462322958861158,9.222424898733223,1.362100856962248,1.2543637348099834,22.44801659779005,38.38330518450523,1458.7639013088574,7.164930807909189,13.56,Harvest,0.53,No,45.64,North,1467.9863262075903,158.70212373147336,0.4729430940870881,6.743656027537562
5.926897618720083,35.26961357192394,1.063586317962946,1.4904400275292946,34.67236514796996,78.74401571920079,2391.924137288366,7.734477467308962,16.94,Vegetative,8.22,No,106.71,Central,2427.1937508602905,268.05052758926365,0.3469323409444311,7.911718822011758
6.916992287487659,25.155387036045653,0.8918794624849172,2.618054842208582,36.31474721724972,39.60252784841539,2110.0339160169865,5.981165381247943,10.31,Vegetative,13.11,Yes,21.19,North,2135.1893030530323,217.10633985620603,0.233893460301837,7.270543089536919
6.542169268945827,15.492190631795022,0.7108890704275261,3.347631868606156,18.846905531733515,74.75665734678184,440.81681348353146,7.287460965812594,7.62,Flowering,1.83,No,46.32,South,456.3090041153265,137.1832925269197,0.1536263025954311,7.249917692562685
6.418607788133044,23.81102240633384,1.0003502282233767,2.6586338912126983,22.8412856242917,29.10572330259379,2293.780965849661,9.872784423733911,3.3,Vegetative,14.49,No,68.12,East,2317.591988255995,222.748576747697,0.2386538760445988,6.483985784675883
6.2151040773065525,45.05731652572393,1.5066384119250469,2.433993830480588,31.94441791827312,39.06164216787409,536.9871781115395,8.440239002210165,13.41,Flowering,14.73,No,63.04,Central,582.0444946372634,269.5757514301533,0.3632076487293905,7.129604834343437
5.522222142943284,21.653808062811947,0.8465433331993362,1.6025928568557202,29.021852856051737,83.89742503402455,485.1368610879814,9.14918843567496,9.84,Harvest,11.9,No,25.55,West,506.79066915079335,261.9703005433303,0.2695054615439861,7.790914939209025
6.496613714125608,9.683762532354248,0.5805769217777752,1.1000836128309197,15.577801007317236,82.69586124368446,2363.335209009558,4.539280934157805,12.27,Sowing,14.2,No,59.73,East,2373.018971541913,70.21463894777116,0.2472815439664256,7.153077682908035
6.6800680207888,12.834591525123836,1.3871148406496,2.9280816249465604,28.73228816579168,69.98813445219488,795.3167985774464,9.04790794966112,6.46,Flowering,11.6,No,53.33,Central,808.1513901025703,257.73996615341906,0.2982693764288393,7.602149290523649
7.515939652844887,49.32532445515991,0.5499985342332683,1.5037454194789632,32.14006742526966,61.57188370298997,2326.511567309547,5.775289276758344,18.89,Vegetative,8.35,No,67.74,Central,2375.836891764707,179.27779575698608,0.1977034695481538,7.578615867335003
6.505644396213702,17.841714925739645,0.7697277199097037,0.616615089706537,13.394809403936792,74.8289834876629,2147.059301586597,7.112495461998496,12.67,Vegetative,6.48,Yes,91.15,East,2164.9010165123373,95.27130764598996,0.4115170376891425,6.910896066523917
5.774007670169752,24.207718595409386,0.6243899452257262,0.4470239123611619,23.851562230051947,32.44395185255506,1925.439897003108,9.090171060251702,17.96,Vegetative,8.16,No,105.79,East,1949.6476155985176,216.85136984522487,0.3574483611655515,6.644940746785538
7.811653845398275,27.012036617545377,0.6775189209184793,1.5429326932521563,17.539547763861147,39.23646867900689,2041.6373659986505,6.249699753177199,9.21,Vegetative,10.87,No,5.24,South,2068.649402616196,107.74622324621453,0.2328791644954656,6.521802044756109
6.321741946520998,10.62769400910171,0.7103204912908727,1.0211092661707732,15.18104893242936,78.73398151956712,2365.386661681135,4.768682607789659,12.27,Sowing,14.2,No,59.73,East,2376.014355690237,71.75655665606291,0.3054248964967794,7.075461480676675
7.261656595186245,16.13165765574959,1.4765065835432771,2.500203973411904,17.637072069686983,52.71798295264529,799.4600841762102,8.80722642731686,3.25,Flowering,13.48,No,33.68,South,815.5917418319598,149.17861154304683,0.3538055048160421,6.81340243707642
6.215619445335836,23.92596472276887,1.4889459646201624,3.286468183276821,34.533415393910964,74.19284437689205,1978.235862512034,9.185355936490875,14.33,Vegetative,4.14,No,49.39,West,2002.1618272348023,317.12076331027765,0.2955597091302241,7.847514200445769
5.473671686959277,25.878873686332955,1.1997514238734677,2.339751423873468,15.947972535332536,62.04045829659786,2011.2054037485805,5.986654600477665,17.65,Vegetative,9.15,Yes,22.96,Central,2037.0842774349128,95.01633673256116,0.3069159023729809,6.897165144985026
7.738487295882699,38.96806836935262,1.3904200318387112,2.675210200137462,14.504708114642936,60.29856934953852,290.41210071184787,10.378234503063426,11.64,Harvest,11.13,No,19.36,West,329.38016908120045,148.1396598766068,0.3214588990837557,6.763788373725676
6.478390041977764,58.09733307833151,0.9094715181768732,2.2057613510752656,17.653048328174478,59.96073042999281,850.2836719363355,8.70530640691071,16.59,Vegetative,0.67,No,8.34,North,908.381005014667,153.1372482520641,0.2483823580177699,6.960846867980853
5.036953183319486,24.295741768158702,0.8104637901238065,1.5245062173410877,37.82854864455837,72.09576519567182,1833.558757112107,9.25058376026423,18.84,Harvest,0.31,No,117.28,South,1857.8544988802655,349.89399093152787,0.2821904485241006,7.909032686482715
7.2663167573613086,23.95497810821073,1.0101283336023343,1.0179812510087534,27.33092139431374,44.17166682826372,721.731606845904,9.47150925776481,14.62,Flowering,9.77,No,109.87,North,745.6865849541147,257.1247644703013,0.4113477509802481,7.071293027813072
5.437132550100548,15.557089074518853,0.66,2.9926297292301003,40.46061233899742,70.04546943543507,1605.090777910371,10.464639718529163,13.72,Harvest,1.64,No,118.12,Central,1620.6478669848896,423.5551998378599,0.1539585264819873,7.942517783970454
5.466571529321272,17.213300765461483,1.17988625244212,2.395988833872509,20.93146684687604,51.737679003298375,2461.445422182366,5.300255410434488,9.04,Flowering,7.94,No,45.74,East,2478.6587229478278,107.97867158725198,0.2990429619801666,6.976614290721638
7.247613076287974,19.5717125486392,0.5055749322014148,1.7451151176154815,24.22441690248856,45.99803403195173,509.30458378286727,9.74172887925926,8.5,Vegetative,11.58,No,29.2,Central,528.8762963315064,234.2283598713296,0.2276933248175624,7.00208831413278
8.009766683962182,18.47490659946124,1.4440233316037818,2.3130383304919278,38.170971817014106,62.13257343908305,883.9617384268527,5.850533293800728,11.18,Harvest,10.96,No,46.34,Central,902.4366450263138,219.81039040534384,0.3617121112702212,7.765270157098882
7.962206761061678,15.222366072009642,1.17974300351552,0.8069059619347062,28.210528334101557,54.7266102029335,561.5771586975382,10.600936119771877,19.4,Flowering,11.3,Yes,115.35,Central,576.7995247695477,298.9170088059816,0.5022466500625976,7.342515801464957
6.548787704157431,17.345299651241287,0.6875873004238114,0.8494861075479228,21.314613139959743,82.22604165903127,1926.031082382028,5.997085300080684,10.99,Vegetative,5.5,Yes,94.99,Central,1943.3763820332692,114.70432338048428,0.3179342828443394,7.424743258067779
5.958535777368542,17.086954507875987,0.6904991168404118,3.1190851356670577,22.08394324288863,79.58351038182776,1855.3543606392516,10.137287985267513,14.31,Sowing,1.83,No,116.79,Central,1872.4413151471272,223.76871193101343,0.1674787562323176,7.47202680125298
6.301618500180803,16.690147426168537,0.7679663633076317,2.6145611794841845,30.634902868550903,55.55784554785429,731.0631470552088,7.34145031671896,5.25,Sowing,13.31,No,29.11,North,747.7532944813773,224.24897610860992,0.1948132626004649,7.438884520135037
6.904115870502131,38.619103409323785,0.7471663413257705,3.0723102893692658,16.738284163873278,54.44412299117548,154.687764354905,6.223267282973051,13.06,Vegetative,7.0,No,93.64,West,193.3068677642288,104.1468053773326,0.1685724958237094,6.814479622957303
6.01584492790039,52.06900595890082,0.7471740972287323,2.793348481564128,35.08507811026313,53.44783013903211,1330.5117920887735,8.733967621535914,10.48,Flowering,1.0,No,100.47,North,1382.5807980476748,306.31185801874733,0.1802802391189948,7.535708169576398
7.433944551585073,29.32381774723099,1.1916241336185167,1.8140256787869629,27.56990546653415,54.482156573982046,1576.332874902116,5.587622088198016,17.0,Vegetative,8.6,No,44.37,South,1605.6566926493467,150.6100171332589,0.3587916534744905,7.299861082326019
7.745451676495672,38.33658579881342,0.746258382655959,2.248544378641477,38.56106706107007,64.46348520658671,1852.9681617354695,5.1314615384752,19.48,Flowering,10.15,Yes,29.46,East,1891.304747534283,197.7162442407649,0.2257029795025007,7.813047485462276
5.877617810427749,20.82687824139649,0.6069448052919064,0.7230148420231242,19.41566604949517,27.56013473914308,1760.1708207347876,7.104185760466765,16.81,Harvest,14.84,No,75.13,West,1780.997698976184,137.00145390163863,0.3326438264132136,6.272932101333135
7.054962327602203,15.325849020405556,0.9638280398640914,1.045236814660771,24.848832038545968,31.9484109777004,1880.3625336151547,5.501270198373437,3.79,Vegetative,6.7,Yes,24.37,Central,1895.6883826355604,135.59313825184378,0.3862714628352982,6.672907473526965
5.7514929099018754,18.83696972524533,0.3753918037466549,2.5204289562890265,30.63905707582515,83.89700574308652,674.1625523247101,5.525056296164141,17.82,Vegetative,11.17,No,37.56,North,692.9995220499554,168.22808740269406,0.1026439865063335,7.850885894768061
6.622063646083186,40.56101002464066,0.9375806354988148,1.2011765058278523,36.60570682571993,78.24226821434593,1701.2732456616372,10.822794126456962,16.63,Vegetative,10.98,Yes,54.31,North,1741.834255686278,396.162703869883,0.3873799562563793,7.949558062040954
5.89095118362013,22.073424261032468,1.372092603964286,0.8101407088999995,35.97478499936396,65.17066976582012,1819.6091360601697,10.539731154188637,3.63,Flowering,9.68,Yes,105.1,South,1841.6825603212023,378.92025917904346,0.6980535518009289,7.759216682579747
5.864591869773979,17.890749930154094,0.7425872516313942,2.892535334528453,25.66202770885551,52.55816841419979,940.792096906992,6.935860970957478,6.85,Flowering,9.1,No,93.01,West,958.682846837146,173.8968193234841,0.1740019455749873,7.183010316121213
6.390890133545392,21.15588153705828,0.9299156083604202,1.157722533386348,28.609203408408803,29.34852827529216,1883.429956463737,6.123141256870209,16.02,Harvest,4.66,No,47.23,North,1904.5858380007955,165.5893498870734,0.3642323331162616,6.711247843742837
5.708880213185261,14.205410392781497,1.5113216521857766,2.0916473015952057,21.76762331825329,65.61330792726926,510.0729822778598,4.751881545593146,9.9,Flowering,11.77,Yes,70.06,West,524.2783926706413,103.4124681410516,0.399401125981996,7.264552760846972
6.83895363633129,47.77891599972213,1.1434496363583992,1.3920543636144913,26.21786745471212,65.4416272728659,73.19410727300145,9.705310363573828,19.21,Vegetative,11.78,Yes,90.35,Central,120.97302327272358,251.8363171035409,0.3940784745067589,7.442683350044109
6.195444265121863,25.525706694867463,1.164473882796654,1.4292270688400637,16.01287739997332,79.09690575993596,262.18280146921813,4.686414647447072,10.38,Flowering,13.68,No,24.37,Central,287.70850816408563,74.22178897034657,0.3761753775558936,7.135147026732712
5.879598428781639,51.02328448400216,0.7204707659906047,0.9411409578488792,23.80637770058569,40.8072418793456,43.72402930959871,9.958252606099048,1.25,Vegetative,0.66,No,72.14,West,94.74731379360084,236.93280044962884,0.3137680300945278,6.879355677897603
6.158221892160236,21.869033165798143,0.8507480972409608,2.356548604643371,35.89812616815243,69.19026372072764,1104.336709423873,8.783845306527704,17.41,Flowering,6.36,No,6.72,Central,1126.2057425896712,314.50473268183794,0.223413832008663,7.815334459089913
7.533618934735567,11.556684568694669,0.6240510834536733,0.7355954536468463,36.718104040214726,63.11482545522699,1784.2127583839142,10.40063198659509,5.04,Sowing,6.98,No,116.21,West,1795.7694429526089,379.9003172429752,0.2837054635685122,7.735337931621525
6.908840006391642,53.00030567875752,1.2538980060720604,1.7150966661340297,25.14742761196486,70.44724007030807,1762.2271810017576,8.454629015819314,17.67,Flowering,9.22,Yes,50.71,South,1815.227486680515,206.87835090958305,0.3726823727590824,7.462646973311137
6.746606716130351,57.43769575727083,0.8182957077637462,3.35,32.808085254949084,61.64012321156823,287.59283842844,5.622284379755602,18.64,Flowering,13.42,Yes,24.28,North,345.0305341857108,184.4141350222457,0.1717937657552696,7.6124277457341725
7.405916257470331,19.37040203781709,1.2132646595473595,0.3583668364847575,24.79458545605947,43.6836633623982,1072.5515101430387,6.079798981091456,7.05,Flowering,0.99,No,60.19,South,1091.9219121808558,149.0838959435197,0.6355330777186236,6.98336944496876
6.445353175995366,16.656483655544676,0.5362574541801014,2.866841456189544,30.299996916900334,46.36362327893828,714.7070578809816,4.439328089379175,12.58,Sowing,1.13,Yes,83.75,West,731.3635415365262,133.94003112582965,0.1322094999476026,7.246351019632705
6.61687712047193,16.438638146925967,0.7331138676878469,2.5993325912233183,18.12671013512771,79.92267864694695,1567.1074544108465,7.7753641859241185,17.74,Flowering,3.85,No,36.72,Central,1583.5460925577722,137.69568839059824,0.1859727602007062,7.2660192689730145
5.919160885862159,16.560209301513844,1.2979720613301131,2.069720374790822,41.27489427594669,75.14797301537133,1113.8956647359614,6.620419795579229,5.97,Flowering,10.24,No,84.01,South,1130.4558740374753,272.4858515735282,0.3528298507007144,8.038749568081244
7.387931718834205,38.89200323487663,1.0897868508449458,1.3419192603476986,30.19679909086534,39.12364705363673,1600.836930101396,6.351450515797022,11.89,Vegetative,9.08,No,99.86,West,1639.7289333362726,183.28148462150423,0.390941427115444,7.0504992371418
6.623458005901002,45.90263754003499,1.187368932002999,2.1974445984819977,24.368647711435,48.24563183900501,1291.485421019663,9.424585452375002,17.02,Vegetative,9.72,No,30.62,South,1337.388058559698,229.5579394291892,0.3142018849347155,7.0693713212394975
6.5463216047148265,14.347199645496996,0.5311422397175434,1.7765607580445375,40.12956097960891,73.95809192694185,1651.1523522470288,9.759907186800652,19.96,Flowering,3.48,Yes,61.83,Central,1665.4995518925257,391.20509673284585,0.1645396266140771,7.988944664166556
5.0195784078153824,55.671560263787285,0.7425847130629416,2.3201556361370743,18.808764754632037,82.27660562385753,59.90285856163084,5.659834520134297,16.47,Flowering,13.07,Yes,34.9,East,115.57441882541814,98.21673448242878,0.1984214861672306,7.284265543249995
8.017752478984685,43.92274683856134,1.0608172534574678,2.290715133778924,32.74584575160334,66.71577777049401,2287.330385620992,4.621441548404549,2.31,Flowering,10.65,No,30.31,South,2331.253132459553,151.37104556584347,0.2808578631934857,7.688821378330614
5.951192135505722,57.62337794803066,1.0174666543592297,0.9529228781095552,16.072541191673892,83.59338810172223,274.44146397747767,5.397014353625465,1.89,Flowering,6.2,Yes,104.63,South,332.06484192550835,86.08370838141124,0.4109130875719914,7.200890755896478
7.419026829205826,9.462494096531383,0.567601631187892,1.4038330123798264,28.8848469628713,65.02838634404168,2302.3017909430723,10.539744150989684,3.46,Flowering,14.21,Yes,85.35,North,2311.764285039604,304.4381225551862,0.2970573736331545,7.533413238752278
6.497005674737955,11.77581679849076,0.6196253068685759,0.7289310580906052,12.312780214901233,88.07300237473542,1661.4328969294495,6.270642331082441,8.5,Flowering,4.63,Yes,7.49,West,1673.2087137279404,77.1473066810066,0.3182681566775714,6.9888029314563145
6.7905430185299975,35.63757442997445,0.4258392229798137,1.2725388165595708,37.541071846801245,67.31476737617858,985.2150279672136,5.473215815939724,12.15,Flowering,4.41,Yes,41.73,South,1020.852602397188,205.2489533457307,0.1685213201707334,7.834692624098117
6.123472662343534,17.266055167883316,0.7295032017075139,2.5950221656674044,26.900369427790068,29.05794384697591,2300.7593906083166,6.933418479600991,15.18,Vegetative,10.86,No,110.84,West,2318.0254457762,180.18028756465952,0.1850780573279326,6.646281411977495
5.0698586597602535,43.47354629322861,1.108386306250249,1.861919812243912,34.56167228878642,70.92062431207152,856.2109542246562,8.447514826797102,17.68,Flowering,14.92,Yes,17.23,East,899.6845005178849,288.4762588153926,0.3366145310000014,7.800747915607112
5.513967289760097,30.388843453188585,0.9224924068607652,1.6725575351302004,37.36557096814645,79.46213347085295,1364.8146910059831,5.870984229300789,10.0,Vegetative,1.18,No,23.77,South,1395.2035344591716,217.4822393288048,0.2740453527900532,7.992826639020602
5.683530656960918,41.02881421133273,0.9411765541584508,2.3276450447813346,32.39707083256939,45.52470607456444,1146.3982409936064,9.225290799909502,10.34,Flowering,11.96,No,40.3,North,1187.427055204939,285.05431841800663,0.2846924802081536,7.273858687384486
6.050569863875628,18.39639300801629,1.4089769989039675,1.6064459843114869,31.360488454750534,83.20628705542589,2151.680106399605,6.57964248831963,3.15,Flowering,2.88,Yes,35.54,South,2170.0764994076208,205.95391419093173,0.4831644691723594,7.858936900739559
6.120933581040542,29.01967323815351,1.0208911768314552,3.2336295608220715,34.345606474973735,76.73143494845385,45.68364203264827,7.449053947133255,9.35,Sowing,8.88,No,77.75,East,74.70331527080178,253.13456702109855,0.2112226027169096,7.861253731399888
7.959335386824734,37.16081823318201,1.1925272272941736,0.1890505414110964,20.191535886588824,71.05635861436474,8.763202998584534,5.372490924235276,4.68,Vegetative,3.57,Yes,53.7,North,45.92402123176655,108.47590018069458,0.7138037371543533,7.264601412239711
7.251254502909564,22.68819665376552,0.9082496291721536,1.4152532314998043,19.729380165102143,69.82534965126793,632.3910341161618,9.873622589618998,13.35,Flowering,11.37,No,35.83,North,655.0792307699273,194.3571060604771,0.3390006474705285,7.225263798797727
5.3439463209444416,30.05397549882305,1.2293745169345358,2.6328667490969577,18.08959054719144,84.68830982374487,270.57878652023214,9.012941142386056,5.3,Vegetative,12.81,Yes,98.27,West,300.6327620190552,162.81718344599628,0.2948145765040625,7.334124028581154
6.854865049444259,14.99772788146129,1.356820435496882,2.416710275406845,33.845808328556046,77.64765905363224,78.10507437139711,7.094186172330342,3.27,Sowing,1.16,Yes,62.7,West,93.1028022528584,235.8496569036434,0.3560896650251397,7.864354552968765
6.692712949708829,64.18921736897829,0.6618151978560061,0.370789195738494,33.008517035203774,46.52343297763371,2349.506721531498,6.177152235309696,19.65,Vegetative,5.58,No,64.47,North,2413.6959389004764,203.55294851939647,0.4028747901100784,7.335871457217764
6.271481193502959,29.99262972234732,0.8154097723326221,2.970528194203269,15.633234920609326,40.86850755782801,257.6663195135807,8.158543247690124,8.74,Vegetative,11.01,No,0.6,West,287.658949235928,120.78272086056084,0.184741487711521,6.423291281928531
5.949145576994218,16.361804952159368,1.1965864263184691,1.150272756427195,30.726718686190477,60.803847418371895,1668.580020591708,4.655427211502891,4.72,Vegetative,8.02,Yes,20.68,East,1684.9418255438673,142.81230388577467,0.4404400475437888,7.52455425970051
7.532413496828401,20.038275159141893,0.7641380007462586,0.8143107122667381,31.59103323666063,54.15672378791983,228.61931168097,4.849827878124958,15.03,Sowing,8.75,No,24.65,North,248.65758684011183,149.9044312798332,0.3942900740258647,7.437337714912928
6.304588334220782,12.992115136205864,0.6567058729313541,2.7201172183766107,23.94658785371984,48.59094054993505,89.21152504014829,9.350235237588125,4.24,Sowing,9.34,Yes,77.64,East,102.20364017635416,223.9196021680305,0.1637719213721166,7.059990233214359
7.1452386910158845,23.16719451490804,1.1929279584332946,1.5219645091309566,27.86988812494485,62.92410647260713,2035.4223763118728,7.727193558384347,10.56,Harvest,7.05,No,16.99,West,2058.589570826781,214.5120235347005,0.392613890252999,7.467291308960489
5.839185933526954,28.75932582198172,1.451348358242522,0.5283854673203427,35.20945016506889,68.03949290876339,1810.8901379433532,10.746757334374252,17.69,Sowing,10.35,No,77.22,South,1839.6494637653357,378.3515766847943,0.7203327748583666,7.780801545346107
6.189531635867874,25.60376712999599,0.9530210905785824,1.4767292098351958,20.046606709751497,74.24535515247914,234.3969168393408,4.375654463967086,19.11,Vegetative,3.15,No,102.27,South,260.0006839693368,87.17763619051112,0.3741253809269234,7.303420520086962
6.085465704647007,40.29648019300432,0.8755105501831366,1.9798522393736864,39.12581268344473,30.832134768858,438.942936815026,9.106191283760651,9.45,Vegetative,12.66,No,1,Central,479.23941700803033,355.81800078858294,0.2539653744349791,7.048108886727923
7.843848906286775,18.794519179611243,1.3381461523618672,0.2342972460750918,38.33264062521633,80.40513343716687,798.1403765626947,8.009769121031827,2.92,Flowering,10.39,No,57.09,South,816.9348957423059,305.0708832124287,0.7476707082791118,8.029913195955595
7.810682843097316,51.64733633975213,0.9842927015339296,2.887853649233036,24.748793132634678,85.31670375034975,293.1767499751724,10.053560947699106,13.43,Flowering,14.72,No,91.44,Central,344.8240863149245,248.38977672056583,0.2258635234688697,7.654383634552574
5.078938822011042,23.20479812086916,0.8301206882357379,0.2650645134733159,29.932372071160287,78.80161458690229,392.9742864055103,5.044935486526684,7.77,Flowering,9.55,Yes,14.63,East,416.1790845263795,150.8794544431797,0.5058030302716953,7.765964840090642
5.560134127641386,11.1231992663365,0.6490971585361545,3.054622181463139,35.46728811545445,42.324739872201775,1634.6312004284646,6.18280342178671,1.6,Flowering,8.96,Yes,76.26,West,1645.754399694801,211.6230112243966,0.143988305950157,7.293568224113781
4.86097521311638,17.25297245832935,1.3023140983728518,1.815686688709157,18.504926819972155,73.60567042648074,1973.353549507144,9.37552013101501,9.72,Vegetative,7.62,No,58.58,West,1990.606521965473,172.0039394836868,0.4268782559999127,7.212270437667817
5.754202896280555,8.088390237611996,0.4760610679292636,2.5721014481402773,39.056050802391,85.19019676828594,96.07870599943828,4.111371618665571,3.7,Sowing,6.67,No,103.08,North,104.16709623705027,160.27760090244283,0.1245644307336507,8.109542985953617
6.57254727416381,11.2584287492189,0.4331603742892997,1.6299369677815867,31.205990968101737,81.77618006475697,2122.810533496517,5.586210604863492,8.22,Flowering,3.34,Yes,89.03,East,2134.068962245736,173.735278906154,0.1602685450502329,7.842837269871214
5.834618461608345,18.30552126493348,0.3287974664990934,0.550855023545254,37.967598545796,74.15198533410057,2433.57517014218,7.065952942779683,5.18,Flowering,2.78,No,16.89,South,2451.8806914071138,266.7125941512288,0.1869014470176188,7.939893239228343
7.052199001129435,24.770953789505963,1.2165263471462229,2.761523403136136,30.02702384996981,35.388879891364674,1317.3409905721917,5.326283483754602,19.35,Sowing,10.09,No,112.47,North,1342.1119443616974,159.40984277392047,0.2799379165857341,6.968237241720495
5.999603142029812,55.035121950722896,1.0966907811588738,2.2030973543480696,33.91133836449815,50.89886316812129,570.9632100043485,4.889788135506944,14.38,Flowering,12.02,Yes,12.23,South,625.9983319550714,165.07388405787827,0.294625449992692,7.445926267752105
7.755404119713991,13.449362432309275,0.6209504658756992,3.396468366747864,40.55202893555435,59.94731240543739,425.753289848291,10.132737616468926,1.16,Sowing,8.43,No,34.85,North,439.20265228060026,410.913832081962,0.1312780637803308,7.789776307988635
5.983408481174746,23.92421375086765,1.5077403595905428,1.1120097705386345,17.513589076190595,34.0607428022252,1313.2228462739654,4.524488047085061,12.72,Harvest,4.19,No,90.22,North,1337.147060024833,79.3809500178645,0.5719381472872872,6.392335344610731
7.013849985859649,31.232703133436004,1.0092125028923444,1.8841375215318976,31.71933439580881,33.7184313292181,1159.5967905816951,5.43,12.78,Vegetative,4.61,Yes,97.94,South,1190.829493715131,172.23598576924184,0.3387655200378894,6.964304184194914
5.49843789599653,40.59305886123723,1.5410547369995664,2.013818918080667,38.38246950092498,52.22881059481134,249.3625075165919,7.937810520017348,19.87,Vegetative,9.47,Yes,76.39,North,289.95556637782914,304.607480681674,0.431187152938419,7.6033270681231855
6.398645026204475,28.207118324598508,1.1190259162439662,2.4622031413543954,36.08169528796841,69.34689764372679,701.8903903143836,9.510593193716543,18.64,Vegetative,13.22,No,61.81,West,730.097508638982,343.14696445556893,0.2812536241247755,7.815805924887964
5.890755539872252,59.66467399812535,1.104663094818007,1.386388485482106,33.01304213378687,74.61819287982763,130.7092108566957,10.14628133002231,19.64,Harvest,12.11,Yes,70.68,South,190.37388485482103,333.95379636707406,0.3819319168085199,7.80806981939923
8.05826559759758,11.976615807432486,1.3260840015015125,1.5914972124625535,29.32147307995554,84.4865373025533,2036.046747306307,9.22015257770254,13.21,Harvest,2.07,No,105.33,North,2048.0233631137394,262.89312696861504,0.4338060742516186,7.79740536318433
6.6993653927964285,12.161119793546913,1.0118540146573056,0.6980463714358733,14.9972211252125,31.61151395477728,773.3253413441737,5.02312322906445,18.59,Vegetative,1.78,No,1.21,South,785.4864611377205,75.4146355046246,0.4903885586007827,6.16319930578443
5.874209338439676,21.22550433791459,0.8282238326950405,1.7195378403545536,35.009534278892986,62.94203159750464,1355.911902101674,6.9612795527518845,1.81,Flowering,11.2,Yes,97.57,South,1377.1374064395884,243.4803632284956,0.2661656796154494,7.697258761636878
5.585905787505822,11.714331427996845,1.1049830560355238,2.498734510545885,34.97437307331438,77.29316760232959,1316.7635897722544,5.770478309699625,13.08,Sowing,13.23,No,62.82,Central,1328.477921200251,199.03102598544783,0.2956943586836891,7.895061031488569
7.753997778716845,37.89512854348855,0.9122694802919966,3.187465481982317,30.79463260699162,66.94388191947766,390.3439311402222,8.394109662581725,13.54,Vegetative,3.77,Yes,45.7,North,428.2390596837107,252.5035921738633,0.1968967157847891,7.619852033460755
7.213161013113186,15.40876676454727,0.8646558691019897,0.2546558691019896,15.497916539281096,29.50458422503233,762.1385268765958,5.224157583772389,18.59,Vegetative,1.78,No,1.21,South,777.547293641143,80.97203237705288,0.5226035308091165,6.12616506830776
6.776856707045414,31.66330679667808,0.7898593763922517,0.5367844885652278,34.89564043294011,55.62675398174423,2356.443512012061,4.834713032755566,17.95,Vegetative,1.65,Yes,93.86,West,2388.106818808739,168.77764592430756,0.4208085007646309,7.567549592644163
6.548697088742814,15.764315414984758,0.9893112039057388,1.7115684761619088,34.32720329351224,30.6541493265419,2151.076066352962,8.983112039057389,17.61,Flowering,2.73,Yes,62.78,Central,2166.840381767947,306.80754951617746,0.3613259673777836,6.942923257138552
6.779395054917758,30.80883417599984,0.5101959340694666,0.772334065959757,30.76733285698004,64.35537109832595,1457.7706539557444,8.70295615391584,10.11,Flowering,3.57,Yes,20.57,North,1488.579488131744,265.21554493909355,0.2578302617664973,7.578595499351556
7.486375451269139,11.452227838188346,1.1029594865766887,2.3436638587698013,33.154744484746885,78.43800641779139,1182.7377344560266,8.31122583228914,16.78,Harvest,11.28,No,119.18,Central,1194.189962294215,274.2462260810843,0.2937681477557218,7.860874602277052
5.004362657460379,31.295413992357133,1.116780373862906,0.9295970472662456,36.10960104299919,76.33390796562952,1732.349515237457,10.237516456719494,17.09,Vegetative,5.19,Yes,42.99,South,1763.6449292298137,369.6327400566583,0.4523293958011223,7.900868847778137
6.922828821890254,56.24534895490684,1.107166650621212,2.181693671143325,34.336788267038905,49.09401102990315,1483.2228089295554,5.615943695211508,14.61,Vegetative,0.53,Yes,32.85,East,1539.4681578844622,192.82813934596103,0.2948651713751506,7.428422883338564
7.353713915942325,19.68121516188076,0.3406605773449228,1.1905692375187649,30.62686186715533,48.28088565412087,2309.964955111,7.400249548127212,13.91,Vegetative,6.51,No,53.82,West,2329.64617027288,224.18777133587383,0.1449600869454911,7.292005009120856
7.722102258858233,28.163939500974934,1.2178749084643352,1.5504884616137309,21.14481611810501,26.79951153838627,387.511135099435,5.6854554330731135,13.07,Harvest,2.31,No,17.93,South,415.6750746004099,117.05132433591189,0.390040879701021,6.331584975911485
7.012984211639488,19.07495858199148,0.4630978059971365,2.3408201763662397,15.800896246929844,83.88175968956804,1994.6475337284232,5.333305721327653,14.53,Sowing,0.96,No,36.13,East,2013.722492310415,79.4574637420641,0.1301858441064728,7.175404873930994
