num__Soil_pH,num__Soil_Moisture,num__Organic_Carbon,num__Electrical_Conductivity,num__Temperature_C,num__Humidity,num__Rainfall_mm,num__Sunlight_Hours,cat__Soil_Type,cat__Wind_Speed_kmh,cat__Crop_Type,cat__Crop_Growth_Stage,cat__Season,cat__Irrigation_Type,cat__Water_Source,cat__Field_Area_hectare,cat__Mulching_Used,cat__Previous_Irrigation_mm,cat__Region,Total_Water,Evaporation,Soil_Fertility,Heat_Stress
5.594966951502975,32.20764798775495,0.41954845895427495,3.1986565147754433,40.22414110431819,87.25454288999796,29.55597474804181,9.77632157464015,Loamy,14.63,Sugarcane,Flowering,Kharif,Rainfed,Groundwater,9.17,No,41.32,North,61.76362273579676,393.22337755639586,0.09864868388749176,8.163497182609365
5.442988234914845,42.136908719845586,0.5405441150395552,1.7996264706356444,41.75756766132898,59.604932378968805,157.47579410295023,6.1119529396593775,Sandy,12.94,Sugarcane,Flowering,Rabi,Drip,Reservoir,8.25,No,43.59,East,199.61270282279582,255.18565396927016,0.17610818506899198,7.81976143303179
6.078579063098773,15.118202551231775,0.8124937321243776,1.3460508027422655,37.25355707061789,57.91896789105219,250.79978051452082,10.558782933805121,Clay,1.74,Sugarcane,Flowering,Rabi,Rainfed,River,9.92,Yes,33.65,North,265.9179830657526,393.4051765738932,0.3143818953953517,7.674547718335294
5.674783577963158,10.332885327991002,1.3473728124651954,2.6790129219811543,32.963880235949915,37.623318172064685,63.317464079243976,7.392376577851783,Sandy,9.12,Cotton,Vegetative,Zaid,Rainfed,Groundwater,1.17,No,80.54,West,73.65034940723498,242.25578931228546,0.3130093094928813,7.120477215938896
7.192676191912216,9.980061306203,1.4670275793351621,1.5930235091673386,13.129683335846378,66.45179763879297,4.497568948337906,6.175464778529934,Loamy,16.74,Maize,Vegetative,Kharif,Rainfed,Reservoir,5.33,Yes,23.34,North,14.477630254540907,80.25867961378776,0.4786012924858557,6.7658986093601685
5.952541895629058,24.497795838755223,1.3698577960487242,0.9323285897021438,33.25238191618387,46.03218895510268,1465.8863383532391,7.870764346238109,Loamy,15.76,Sugarcane,Vegetative,Zaid,Drip,River,3.81,No,83.85,North,1490.3841341919942,261.7226844167433,0.5360447268867214,7.3340697433993185
5.927801893895963,19.022081235685135,1.1688592075126603,1.4044296037563302,27.242260715257018,52.042921504238166,264.20691153802056,10.635524482864817,Sandy,19.05,Wheat,Vegetative,Zaid,Drip,Rainwater,11.58,No,99.71,South,283.2289927737057,289.6807872909602,0.39294066693479623,7.255917937396092
5.029844533961384,21.40703014262835,1.020483244088554,3.109446363071121,36.2040602852567,75.870203838342,800.7175924420162,10.620186992369288,Silt,17.71,Maize,Flowering,Zaid,Sprinkler,Rainwater,2.76,No,18.83,East,822.1246225846446,384.55083389079965,0.22331399655353593,7.918203275200366
6.938581363983033,17.64872110199768,0.809339558184033,1.7169628435714597,34.79419073979421,59.12583810696179,1020.5107763549513,4.31825114307505,Clay,19.61,Potato,Flowering,Rabi,Canal,Groundwater,13.64,No,112.9,Central,1038.159497456949,150.02112754592235,0.24551751144395687,7.595061830481421
7.315255234188409,17.294089776862684,0.8681742156140452,1.0481742156140452,31.63646952414445,68.03111059484728,2089.646318973724,7.7361724758332855,Clay,14.24,Cotton,Vegetative,Kharif,Canal,River,8.92,No,54.11,East,2106.940408750587,244.94545357663205,0.3532164560212746,7.673176863560703
7.4893348473530175,18.412261057393714,0.39952326880249367,2.685021556280197,36.56669694706035,73.01920994072907,167.97641768442983,8.012183879390424,Loamy,1.17,Wheat,Flowering,Kharif,Canal,Groundwater,4.23,Yes,52.52,South,186.38867874182353,292.6962039918319,0.11238904423098678,7.887606050305174
5.954721704132546,18.47407681124829,1.252272550916923,1.2241612325699411,38.01228400342249,34.83714425948689,1360.1027870254798,8.350648772711954,Silt,17.42,Maize,Vegetative,Rabi,Sprinkler,Rainwater,2.43,No,16.13,East,1378.576863836728,314.21502143534843,0.4498971110653981,7.1222614444034695
5.105737131920068,18.247364615221613,0.9183658127193827,1.4199200382797599,16.290548243092616,76.98142255101664,89.36316016394426,9.788995450512694,Clay,17.81,Potato,Vegetative,Zaid,Rainfed,Reservoir,12.47,Yes,46.68,Central,107.61052477916587,146.92451421604065,0.31956920719303905,7.08306385950055
4.825570517983631,13.832586813315093,0.55,1.0668816441483377,34.092381294772885,27.403352240542702,1553.8720127588988,10.826612331112532,Loamy,17.32,Wheat,Vegetative,Rabi,Canal,Rainwater,12.56,No,48.22,West,1567.7045995722137,368.9579429786099,0.23595624524805126,6.838464461853752
5.617486785769089,49.450183213191416,1.2918646428164824,2.0650828574681412,34.62300321487441,50.16194214216061,133.638565356738,8.943161785645339,Loamy,12.13,Maize,Vegetative,Kharif,Canal,Groundwater,3.99,No,104.28,North,183.08874856992944,309.6286758673892,0.3534839440629032,7.460287247666495
6.3878621589548095,12.340698498240602,0.9901642110287417,2.724642660601952,34.25735024764154,56.21453697645209,2128.950589716419,6.352266593291395,Loamy,16.61,Cotton,Vegetative,Kharif,Canal,River,0.98,No,32.69,South,2141.2912882146593,217.43608681240815,0.23224294818677982,7.539672354943955
6.56308016555242,17.230390003188116,0.49748946195463317,0.4490506208215772,40.75496829035436,64.57772187200995,1006.9408221585577,5.315590703597787,Clay,18.0,Cotton,Flowering,Rabi,Sprinkler,River,14.81,No,57.82,East,1024.1712121617456,216.75742874945632,0.3001357289256937,7.873657594216258
7.541074218421041,17.39795843574541,1.2755786134868492,2.036019151206131,28.095138075767565,82.2352609576754,238.98483642927644,8.93446289078948,Loamy,10.52,Maize,Flowering,Kharif,Sprinkler,River,0.51,No,88.66,Central,256.3827948650219,251.13630268276245,0.35511166742541916,7.745110711802243
7.627129240546139,13.846569983961901,0.7114300843837623,0.541987291176396,20.323459738305505,45.472847528289584,176.4493071640766,8.337718219397782,Clay,16.55,Wheat,Vegetative,Zaid,Canal,River,8.06,Yes,113.68,North,190.2958771480385,169.47029714390885,0.38232053020505535,6.826789676357551
7.894981058361248,63.90328779654141,1.4865480425894047,2.8789048328112234,32.63947767192395,33.11859029171578,291.0851578469896,8.862369417980986,Sandy,17.36,Sugarcane,Flowering,Zaid,Drip,River,6.74,No,110.49,South,354.98844564353095,289.26337061212354,0.3211566488992651,6.967444761018814
7.7135548103748794,17.376663988821704,0.6146648734275746,1.2175763292439847,30.247582151264197,27.08410803664846,82.99747455691868,10.385436898897739,Silt,11.11,Sugarcane,Flowering,Zaid,Drip,Rainwater,0.66,Yes,43.43,South,100.3741385457404,313.56606456564964,0.24777130931850214,6.702223064783036
6.557638292410321,15.173754079913405,0.9066672392860919,2.080345945758087,33.932921748664064,47.04870705113355,771.7771845462263,5.486665521427816,Sandy,12.6,Sugarcane,Flowering,Kharif,Rainfed,River,13.8,No,58.34,West,786.9509386261396,185.48772513342317,0.2653441765219226,7.351174887549766
6.7366044936432194,11.034727108450056,1.4765290730490996,2.4624101839926134,12.331557863875632,60.180811787594266,4.521322682622749,7.196875352778207,Loamy,16.74,Maize,Vegetative,Kharif,Rainfed,Reservoir,5.33,Yes,23.34,North,15.556049791072804,88.23062286965555,0.37005817534314356,6.606457252035869
7.35320195868899,9.670290395586436,1.0230849021805073,1.5193687931280988,40.89283746100165,64.99229962423635,1420.900315603436,10.77724699933924,Loamy,16.01,Cotton,Vegetative,Kharif,Canal,Rainwater,4.49,No,28.31,East,1430.5706059990223,440.659730005368,0.3545923193807746,7.879436155479447
5.325338055268787,11.295394561426164,0.6572570534529174,2.6156091567270114,20.051242887646556,44.52084852255548,254.7760002356021,5.86147180582184,Loamy,13.32,Rice,Vegetative,Kharif,Sprinkler,River,11.58,No,86.16,East,266.0713947970283,118.50470220965354,0.16478320907644353,6.790779648485803
5.870483820877367,19.358300158735666,1.2398499379096937,1.4402483786322309,27.151821443303028,53.03062612113542,263.622364771561,10.709487719071024,Sandy,19.05,Wheat,Vegetative,Zaid,Drip,Rainwater,11.58,No,99.71,South,282.9806649302967,290.7784927728137,0.41085429809268703,7.273000307986086
6.572032005483626,15.075301082492,0.8928492747357194,2.111148491734959,33.81028731327951,46.40933831641735,771.0105753879421,5.514301450528562,Sandy,19.27,Wheat,Vegetative,Zaid,Rainfed,Groundwater,13.37,No,45.79,South,786.0858764704341,185.68559838578452,0.2602621667480937,7.331330283316137
7.4339638376733435,16.454435360533648,0.5023100300672378,3.052718416823082,35.85218611221459,77.51419530076345,169.26148312626418,8.08319382765093,Loamy,14.71,Wheat,Flowering,Rabi,Sprinkler,Reservoir,3.57,Yes,6.3,Central,185.71591848679782,289.82358420537577,0.11863700213571098,7.929061786278538
6.639935589952827,18.885990944961556,1.0255627122274635,1.52262599039483,29.75432369450469,75.4965617868446,168.77884165163553,6.056222039525686,Silt,2.56,Maize,Vegetative,Zaid,Sprinkler,Reservoir,10.9,No,104.07,North,187.6648325965971,168.68907546773428,0.34484794325263984,7.67745713575841
7.082112071515116,20.178823345034218,1.0898272390713521,1.0288412480107416,32.60527547716035,76.04620552840633,228.98771203313794,5.030190663905172,Clay,3.85,Cotton,Vegetative,Kharif,Rainfed,Rainwater,1.55,Yes,83.86,East,249.16653537817217,163.70089703948886,0.4285287461324745,7.806968408400354
4.8794571596686085,10.766870093518062,1.1322192885833853,3.198696207556411,35.150510553568964,73.7909057396573,44.29597023787366,10.673991591351017,Sandy,11.21,Cotton,Vegetative,Kharif,Drip,Rainwater,7.35,No,27.9,Central,55.06284033139172,374.96077747214747,0.23883136767727212,7.860287354440127
7.951982180583283,12.308887817269373,0.6104203790451496,2.9607509721084497,31.01423234131559,49.062971893078405,1164.8277164661158,7.657868176113635,Silt,13.04,Cotton,Flowering,Rabi,Canal,Rainwater,7.73,No,33.35,North,1177.1366042833852,236.25302313461268,0.14541736400376726,7.32425318541301
5.422695438487938,20.714401919300983,0.4334140737954703,1.7514062673776465,31.436480873214723,28.358308464720974,337.68219784026815,7.246824133165091,Sandy,11.29,Rice,Flowering,Rabi,Drip,River,12.43,No,13.71,North,358.3965997595692,225.76050101578974,0.145201544358363,6.789058915817856
6.4909865037758365,20.224349522115613,1.1319507437968401,2.431928480042008,35.35506748112081,72.53852651582731,1014.9500069613474,4.056681509169889,Sandy,14.54,Maize,Flowering,Rabi,Canal,River,4.19,No,90.91,Central,1035.174356483463,143.36968301936588,0.2854480652846326,7.8496338382847135
7.351019314797343,19.584680904047538,1.4216839246634845,2.148197840359449,33.28022178295797,74.87791583140128,2319.847636778474,5.267016229596555,Sandy,12.42,Potato,Flowering,Zaid,Canal,Rainwater,6.27,No,119.83,North,2339.432317682522,175.21489224085704,0.37893531798880026,7.817297234804918
5.8659039674411915,15.189675520545723,0.8806541906262066,2.6514630182486503,18.652942288302633,43.14461183799411,259.47561408428464,5.359517744518894,Loamy,13.32,Rice,Vegetative,Kharif,Sprinkler,River,11.58,No,86.16,East,274.6652896048304,102.17757074992957,0.21118667696159937,6.6809437535145895
5.062567375035554,11.215982280778908,0.630436156809978,3.060950374182254,33.37302831475769,30.29045040417897,1001.5777950329723,8.03426243645115,Clay,19.01,Maize,Flowering,Kharif,Canal,Reservoir,10.74,No,80.66,Central,1012.7937773137512,267.94764173581353,0.14597548519337264,6.919216861867867
6.681884335471503,13.626091208779984,1.4570376736494373,1.94082385962707,35.699842364688365,67.93851916332453,2308.0824709258814,6.60553899543953,Silt,18.63,Maize,Flowering,Rabi,Rainfed,River,14.07,No,12.87,Central,2321.7085621346614,235.6726402075929,0.4071526222764653,7.790653309533201
7.183502635152078,11.558100566811262,1.061772315952459,0.7813500944685436,30.758648215064813,89.35827531568918,105.73692184028737,4.467806026052506,Clay,2.66,Potato,Vegetative,Rabi,Sprinkler,Groundwater,12.15,Yes,94.67,North,117.29502240709863,137.1679213291956,0.4698807250249582,7.914810287446531
5.6170629530745275,15.883530998026062,0.6373959867807164,1.4036268341009763,30.525148727030746,58.54646613090672,1754.30987241237,4.419940700592182,Clay,19.91,Sugarcane,Flowering,Zaid,Sprinkler,Rainwater,8.84,No,66.92,South,1770.193403410396,135.13450873545568,0.24242142626489033,7.475069284861803
5.762587191150793,20.367159613080602,0.3222713168613756,1.982807496605644,38.192302345911116,91.94384572493774,167.5905703109007,10.389085267445504,Silt,7.98,Wheat,Flowering,Kharif,Sprinkler,Reservoir,2.97,No,67.87,South,187.9577299239813,396.7606241037107,0.10269910091791391,8.163794001763085
7.066969533724601,23.42073183096195,1.3582553327734546,2.379850089001297,32.73142657486597,78.54298533669909,2319.478096286593,5.313898232297881,Clay,16.96,Potato,Flowering,Kharif,Sprinkler,Reservoir,7.15,No,6.48,East,2342.8988281175552,173.91976312740857,0.3387637684310322,7.851754771664527
7.572453278518919,18.16088159930598,1.188497388190681,1.9523540337501113,39.70806326161166,87.59971561184152,221.22436158207674,9.60492513078973,Sandy,13.92,Wheat,Vegetative,Rabi,Rainfed,Groundwater,8.97,Yes,18.22,Central,239.3852431813827,381.3511617535771,0.3389013827545215,8.154589662804637
6.233342256722991,29.60681836429083,0.5716814924251691,1.7470403316500376,39.83930909171924,39.212172925439894,230.89859661727445,10.25416961785109,Silt,18.59,Potato,Harvest,Rabi,Rainfed,Groundwater,7.47,No,86.03,West,260.5054149815653,408.11287640744206,0.18893716475707364,7.272289783851691
5.71962201977787,41.93640945266378,0.4082161800201936,1.408156443190591,38.32031824339253,88.12146222845519,28.451077551968876,9.93497347971729,Loamy,14.63,Sugarcane,Flowering,Kharif,Rainfed,Groundwater,9.17,No,41.32,North,70.38748700463266,380.48362957870165,0.2198649042876143,8.124034670078625
7.884358990196078,17.51672619804932,0.5504718430867196,1.5675574818071567,35.715277572922986,35.61070689271276,2110.4603685592783,5.9202881265413385,Loamy,16.61,Cotton,Vegetative,Kharif,Canal,River,0.98,No,32.69,South,2127.9770947573274,211.42564642066455,0.19368385078857045,7.145504801615749
5.6491027268949185,23.687181808490422,0.5869956911632542,3.252033892112358,33.37838143090943,75.9785313417978,96.21166165745802,8.61718180849042,Sandy,6.42,Potato,Vegetative,Zaid,Sprinkler,Groundwater,4.15,No,73.81,West,119.89884346594845,285.1229649331037,0.12999841478149665,7.825631069114252
6.068470599022525,17.754040170415283,0.6959829138197836,1.9840925203232114,31.902960283576885,39.86324820807048,1645.9604109763095,7.130075434142995,Clay,17.01,Sugarcane,Vegetative,Zaid,Sprinkler,River,1.96,No,57.69,West,1663.7144511467247,227.54311303294395,0.20030490208394475,7.09599518234045
5.379944700973306,11.746376105703444,0.8646058136299952,2.3039556884567207,32.62420489568646,46.246846870649584,1786.8198631988719,4.985504784423393,Clay,19.91,Sugarcane,Flowering,Zaid,Sprinkler,Rainwater,8.84,No,66.92,South,1798.5662393045752,161.61585798943938,0.23841169942339932,7.3146720159567655
6.796587852456295,22.014300278672582,0.6298913852503734,0.8166070655881581,33.827060737718526,80.56420002998317,1018.5662895873995,4.798856213108143,Sandy,14.54,Maize,Flowering,Rabi,Canal,River,4.19,No,90.91,Central,1040.580589866072,161.93365523163794,0.30312337643576376,7.9085051034368785
6.693811451247965,18.07035038320378,1.408695038144435,1.4514507642082763,39.49278625920621,46.52082787050951,124.75504579971356,6.233665648895254,Loamy,13.75,Rice,Vegetative,Kharif,Canal,River,4.76,No,118.43,Central,142.82539618291736,246.15515944987558,0.5438772698062317,7.484909225502667
7.5465456563982585,61.452014179222836,0.9180481762287369,2.096453403841702,32.71283249338984,50.754311952474126,293.9887861966812,8.88070812334746,Silt,15.21,Sugarcane,Vegetative,Zaid,Sprinkler,River,3.23,No,62.88,North,355.44080037590396,290.5138869310633,0.24719533558849996,7.37306084909946
5.079312403733135,10.994110650535964,0.8941703587968732,2.6758147141378994,34.43633763705406,29.315052482544896,987.6710486996316,7.5402840898725225,Sandy,19.0,Cotton,Vegetative,Kharif,Rainfed,Rainwater,9.53,No,102.76,Central,998.6651593501675,258.91135444945115,0.2251602734344596,6.916735653073095
6.831375891924569,13.803013985361824,0.8941543145275399,1.07415431452754,30.886294168017287,70.06080582246405,2079.702436114584,7.612767005994185,Clay,14.24,Cotton,Vegetative,Kharif,Canal,River,8.92,No,54.11,East,2093.505450099946,235.3221326629608,0.3582810727629705,7.67864758456207
5.988160696984457,18.5535342275964,1.2481324851352578,1.2333967639290404,37.866585534567726,35.515000414584925,1360.2742812888202,8.395711796412389,Silt,19.11,Cotton,Vegetative,Kharif,Canal,River,3.77,No,20.12,North,1378.8278155164166,314.41862827815777,0.44749857235482976,7.1325361157706935
6.466140181654582,17.770426893160348,0.9257667669691318,2.031859516050342,30.777014193991782,37.33256193579863,20.061816617903116,7.442373716980527,Clay,14.62,Sugarcane,Sowing,Rabi,Rainfed,Groundwater,0.82,No,34.36,Central,37.83224351106346,222.82897054448756,0.25355699557162636,7.0284812610487055
5.7568632647119555,14.404137396802456,0.8355914512330022,2.644230726741099,18.935001657097136,43.42222056586089,258.5276275666794,5.460769825624612,Loamy,13.32,Rice,Vegetative,Kharif,Sprinkler,River,11.58,No,86.16,East,272.9317649634819,105.4710116566383,0.20182636282907018,6.703099392453095
7.5127396444461905,14.159724844469762,0.31821893333857165,0.9875355110840464,34.04315088888452,70.59328488601653,1072.856377106558,4.36205324447762,Sandy,18.49,Wheat,Vegetative,Rabi,Drip,Rainwater,1.73,No,47.44,South,1087.0161019510278,148.4957906433314,0.1493374745140604,7.767925559151886
5.102525340250604,9.171007096416826,0.7854561245108649,2.73777874275664,23.969821161222,52.84813493462242,253.6474811733567,5.585249060101158,Loamy,13.32,Rice,Vegetative,Kharif,Sprinkler,River,11.58,No,86.16,East,262.8184882697735,130.28544080718893,0.18549130179941625,7.104408321856659
7.8031314116640695,10.801842224419158,1.4682659942320007,1.2804629682760038,28.187179685003684,27.415260377163605,259.8182161354405,6.30168357316805,Loamy,19.59,Potato,Vegetative,Rabi,Canal,Groundwater,4.72,No,56.9,West,270.6200583598596,176.53563567410944,0.4970844666481698,6.641706650504514
7.443536759587248,8.89189775195773,0.52,3.3060858315463992,37.70886152495587,38.22642844761814,1601.0167086071983,4.5143950750512385,Sandy,19.93,Maize,Flowering,Kharif,Drip,Rainwater,7.55,No,41.19,South,1609.908606359156,169.2202122514246,0.11400655155198798,7.248316415227833
6.837895024729667,22.65437726986365,1.4588028923993104,1.2284159081962074,32.59225358812098,32.955906500203724,253.47793790753803,5.601414037548974,Sandy,10.62,Potato,Flowering,Kharif,Drip,River,3.53,No,43.99,Central,276.13231517740167,179.16737160928975,0.5037278629984511,6.953580466661008
7.264447307208656,19.72028291282351,1.091944086598918,3.1781780461544082,30.52739706569674,82.65869568786371,2346.862781785948,6.576622776875273,Clay,14.56,Sugarcane,Vegetative,Kharif,Drip,River,6.07,No,73.67,West,2366.583064698772,200.3639307551552,0.2338044281780921,7.8317312462064015
7.707068620043148,17.37421793735589,0.7766574144036938,0.7852598298489832,34.00556258142993,55.296039045756004,117.39722229529085,9.523534310021574,Sandy,3.96,Wheat,Vegetative,Kharif,Drip,Groundwater,5.71,No,64.66,West,134.77144023264674,323.88112425892166,0.36474393911206565,7.518658027171811
5.690235850951197,27.10695607280992,0.8511460519927698,2.4274155632550074,40.810393084918665,67.83421097048877,79.1424615494103,6.004651757367074,Clay,11.01,Wheat,Flowering,Zaid,Canal,River,5.56,No,40.68,West,106.24941762222022,244.90690744776714,0.22463535937745252,7.918901106553999
5.415086922861729,22.537956667599175,1.0597064740541158,1.323337116406788,40.02769718931438,77.1128460194795,526.5597647739395,4.716608718092181,Clay,14.58,Sugarcane,Flowering,Kharif,Sprinkler,River,3.25,No,59.24,Central,549.0977214415387,188.88568983638254,0.3810046795112716,8.012119731386242
6.789428025337276,18.465513194581582,0.9201391811780232,1.9683927572885913,34.99448236597566,63.394464608204615,1018.6598544477569,4.224497615926288,Clay,19.61,Potato,Flowering,Rabi,Canal,Groundwater,13.64,No,112.9,Central,1037.1253676423385,147.6406828763757,0.2582982273408321,7.677172863669995
6.711165072488625,14.275149641844704,0.6782523912670624,2.5067718296946095,39.680073279467116,89.23434233454229,170.10550124120996,10.851480561572453,Sandy,18.75,Maize,Harvest,Zaid,Rainfed,River,1.71,No,24.6,West,184.38065088305464,430.56643307119504,0.17667382071134682,8.171492145733831
7.360867687150409,16.23258060631483,1.4639300753642197,1.2566154145032082,30.20554991795573,29.953940874249366,256.9131504940272,5.980825576952258,Sandy,10.62,Potato,Flowering,Kharif,Drip,River,3.53,No,43.99,Central,273.14573110034206,177.74147639083367,0.500128418630365,6.784604781344492
6.502826296067121,20.253416203451025,0.696036487284311,2.4361254287424283,40.08580234573288,70.01928472311542,212.5063641237992,7.262821742561801,Loamy,17.31,Maize,Flowering,Zaid,Drip,Rainwater,2.35,No,85.89,West,232.7597803272502,290.28052178433137,0.18666591482519182,7.931364313143601
7.565673703770317,23.32417590431968,0.9229513521161012,1.0463665890074707,39.68465649930717,70.3800520133212,159.41161571227846,4.428049142134822,Silt,17.76,Maize,Flowering,Rabi,Drip,Groundwater,2.34,No,2.28,North,182.73579161659816,175.6851649933306,0.37293551160315325,7.93377620393538
8.163882847025183,23.51889271952779,0.9656833923530972,2.602797818688345,34.325250885296455,65.9692189801679,1712.5505895255692,7.5175704390923395,Silt,14.41,Sugarcane,Flowering,Zaid,Rainfed,Reservoir,12.09,No,56.23,South,1736.069482245097,257.9367416173002,0.24598612581349066,7.724517974086542
5.559106893513352,40.891353941970664,0.9695845852111483,1.6852699843033707,39.99674848009193,55.589813169273164,243.69483771330073,6.280281339477163,Clay,15.71,Cotton,Vegetative,Kharif,Drip,Reservoir,2.71,No,93.95,Central,284.5861916552714,251.25322814349724,0.3330723417050582,7.7049304575948225
6.171173395548361,10.869941234941209,1.3756790428665673,1.81183984590233,34.666600588162964,35.6793283993281,2475.1779974042474,8.88632030819534,Loamy,16.58,Cotton,Flowering,Kharif,Canal,River,12.15,No,112.62,West,2486.047938639189,307.64820187111144,0.39950553050354415,7.117413547164977
4.946715743161442,12.944680955609428,0.55,1.0521078361998242,35.051201430631416,28.982672310238804,1554.2605639079445,10.715808771498681,Loamy,17.32,Wheat,Vegetative,Rabi,Canal,Rainwater,12.56,No,48.22,West,1567.205244863554,374.8868937154676,0.2375222169278176,6.913457057817622
7.552355109342244,18.081425396431882,1.18583203959019,1.955091418799264,39.703669038243284,87.58530832210913,221.33133570833968,9.61126433827198,Sandy,8.6,Wheat,Vegetative,Rabi,Canal,Reservoir,3.45,No,62.52,North,239.41276110477156,381.5574647778065,0.3380374762375186,8.15431232122848
5.801674997605357,44.75597944021871,1.1637871357688296,2.0158158068162546,33.68409742523805,27.878955483822022,22.883700367823135,4.871364708136135,Clay,15.73,Maize,Vegetative,Kharif,Rainfed,Rainwater,7.3,No,6.55,South,67.63967980804183,164.03830582018702,0.3290901033575444,6.83573313001103
4.983467896968844,23.411767521261616,0.49863952992114907,2.7411934537582243,37.22055560097668,80.7744280364174,213.4873671846343,7.735378095037249,Sandy,1.26,Maize,Flowering,Zaid,Sprinkler,River,4.04,No,110.69,West,236.89913470589593,287.71340426245337,0.12560934751110078,8.006917260340634
7.20014054159066,12.203536893923918,0.896798821173427,0.8812743966883355,12.6326442254237,37.02153984099034,106.72946299488905,8.676753711629797,Loamy,19.94,Sugarcane,Vegetative,Zaid,Canal,Rainwater,3.8,No,46.9,South,118.93299988881297,109.37712432715374,0.4357735935588854,6.138557089629681
5.397647584021701,11.81631830938083,0.6871400729885604,2.6204051968993984,19.864197320923456,44.336754365169234,255.40465042435193,5.79432724340842,Loamy,13.32,Rice,Vegetative,Kharif,Sprinkler,River,11.58,No,86.16,East,267.2209687337328,116.32068143595188,0.17099043158108132,6.776087301767888
6.346757626997706,49.48620243275076,1.1499410763462028,1.8625151239243123,34.28023883870209,55.938799789648186,238.21921539931168,7.938957967420616,Sandy,12.31,Potato,Vegetative,Zaid,Rainfed,Reservoir,8.76,No,88.67,North,287.70541783206244,266.14336214569914,0.3477293964574707,7.54818739508193
6.711063246716089,14.124327392461955,0.7593792831525551,2.408675347972429,32.62574113797893,40.23357058087135,763.6057714799011,5.78124143369489,Sandy,19.27,Wheat,Vegetative,Zaid,Rainfed,Groundwater,13.37,No,45.79,South,777.7300988723631,187.59688866525542,0.21117419874341292,7.1396479881142625
5.89185008560634,8.844365757714401,0.9381079216603698,1.1621584332073955,41.45641200985456,61.311129911909454,176.85428867081413,10.192123339040423,Loamy,17.31,Maize,Harvest,Rabi,Rainfed,Rainwater,13.45,No,93.8,Central,185.69865442852856,422.5090631865332,0.38297687651007495,7.792390293242376
7.1947390027277915,12.779984360048514,1.046848484823882,0.977784946201639,38.315063537810346,70.35337634658282,708.0302052794376,7.14575757588059,Sandy,15.66,Maize,Flowering,Zaid,Drip,Rainwater,7.79,No,29.0,North,720.8101896394861,270.49954867884156,0.4234031362378466,7.8726764138594545
7.7845874121128835,16.616256414896256,0.7034452218933882,0.5139440576049092,34.57834032283408,45.675095629989954,110.9330163565868,9.562293706056442,Sandy,19.29,Rice,Vegetative,Rabi,Sprinkler,Rainwater,2.64,Yes,32.97,North,127.54927277148306,330.6671623827019,0.38441567722360587,7.349235799974954
6.50768499303812,12.755137269734941,0.954958532973336,2.6319961394035154,34.37408486435157,54.56481125564527,2127.470098307668,6.317678558710646,Loamy,13.92,Potato,Flowering,Rabi,Sprinkler,Reservoir,5.55,No,43.44,West,2140.2252355774026,216.95483754626025,0.22915556421543148,7.508111798077091
5.836450535903292,22.859659110355956,0.6050649081950502,1.7544588684877889,38.7005636871244,52.027695312655396,240.66510036417415,10.46930718614588,Silt,18.59,Potato,Harvest,Rabi,Rainfed,Groundwater,7.47,No,86.03,West,263.52475947453013,404.8114420512218,0.19847508100495717,7.548449521707485
5.720963062520919,11.947909190403502,0.9334083935903612,1.549402625829572,31.674050435270974,80.69440679996409,219.40199963135595,7.49617474550011,Sandy,4.6,Cotton,Vegetative,Rabi,Drip,Rainwater,12.05,No,53.72,North,231.34990882175947,237.0357220129525,0.3150512559470377,7.844348617745691
7.267653514117754,15.846659327450395,0.564885960941097,1.1622412190586435,34.352293852470446,49.70810657215381,1024.5944050370992,4.525096494588303,Clay,19.61,Potato,Flowering,Rabi,Canal,Groundwater,13.64,No,112.9,Central,1040.4410643645497,155.2730250414582,0.21731983448524925,7.413902933962705
5.839008148222371,23.79861936475549,0.6496381044483517,3.218404807085622,32.883176669045135,77.43579169295639,96.08044228647135,8.728619364755488,Sandy,6.42,Potato,Vegetative,Zaid,Sprinkler,Groundwater,4.15,No,73.81,West,119.87906165122683,284.1912018960864,0.14401856847714176,7.828004745732729
5.872783334311031,28.43926053025547,0.9757467064549807,1.088277574273616,36.850455958001284,37.2700489749835,122.5069248834195,6.652470165997143,Silt,3.99,Maize,Vegetative,Rabi,Drip,Rainwater,6.27,Yes,18.82,East,150.94618541367498,243.05330060207535,0.4726636017922081,7.219747609550154
6.386570503811971,12.80027089784901,0.9489936321360375,1.1143410498048383,36.139101991275645,88.31285656488248,635.4108911480527,7.619088446383191,Sandy,11.29,Cotton,Flowering,Rabi,Rainfed,River,6.54,No,92.99,South,648.2111620459016,275.346568183577,0.3676168098829312,8.068556121863663
7.9516013668794745,22.69118233163475,1.0355332250415947,1.8537137975430449,40.755240221876576,37.30291294565678,1746.8325893224608,4.818592840727413,Clay,18.91,Potato,Vegetative,Kharif,Rainfed,Rainwater,5.67,No,72.41,North,1769.5237716540955,195.95570066688666,0.3073068338527801,7.275746414126495
6.78025251721331,52.97639206166613,1.1406783650168095,1.6290947984236024,32.4314016573552,57.00771667706017,237.46708323936494,8.403946076156156,Sandy,12.31,Potato,Vegetative,Zaid,Rainfed,Reservoir,8.76,No,88.67,North,290.44347530103107,268.3444787643255,0.3679403037706007,7.514789197923372
