num__Soil_pH,num__Soil_Moisture,num__Organic_Carbon,num__Electrical_Conductivity,num__Temperature_C,num__Humidity,num__Rainfall_mm,num__Sunlight_Hours,cat__Soil_Type,cat__Wind_Speed_kmh,cat__Crop_Type,cat__Crop_Growth_Stage,cat__Season,cat__Irrigation_Type,cat__Water_Source,cat__Field_Area_hectare,cat__Mulching_Used,cat__Previous_Irrigation_mm,cat__Region
5.58,42.6,0.84,2.54,40.68,26.23,2127.02,10.54,Silt,0.61,Sugarcane,Vegetative,Rabi,Canal,Reservoir,13.05,No,15.89,West
7.24,19.84,0.97,2.81,37.73,87.23,1656.27,10.22,Loamy,5.84,Potato,Sowing,Zaid,Sprinkler,Groundwater,9.02,No,41.23,East
6.33,59.87,0.77,0.77,28.36,49.47,1899.97,5.3,Silt,12.4,Wheat,Harvest,Zaid,Sprinkler,River,3.39,No,52.8,West
5.93,62.42,1.21,2.8,27.15,88.13,1400.95,7.06,Clay,1.81,Potato,Sowing,Kharif,Rainfed,Groundwater,1.87,Yes,18.37,East
5.72,45.58,1.08,1.35,33.29,49.9,1165.93,6.9,Sandy,2.85,Sugarcane,Vegetative,Zaid,Rainfed,Groundwater,12.47,No,27.74,Central
5.32,13.47,0.66,3.36,40.04,79.07,1603.6,10.06,Loamy,14.08,Wheat,Harvest,Zaid,Sprinkler,Reservoir,6.31,Yes,77.66,South
7.43,38.05,0.93,3.08,29.66,92.72,1296.36,5.51,Clay,12.85,Rice,Harvest,Kharif,Sprinkler,Rainwater,2.54,No,50.17,Central
6.65,12.35,0.34,1.23,31.33,36.31,562.25,5.63,Sandy,0.76,Wheat,Flowering,Rabi,Canal,Rainwater,13.4,No,42.45,West
5.46,47.82,1.55,0.97,14.03,33.49,311.53,9.83,Sandy,14.77,Wheat,Vegetative,Kharif,Rainfed,Groundwater,14.33,Yes,69.34,North
6.95,29.15,0.57,2.6,29.05,25.78,386.81,7.46,Sandy,5.39,Wheat,Flowering,Zaid,Drip,River,4.48,No,93.2,North
7.08,25.05,1.0,2.17,25.99,55.3,868.58,9.92,Clay,19.19,Rice,Flowering,Rabi,Drip,Rainwater,5.42,Yes,36.69,North
6.42,23.48,0.6,1.99,28.61,74.42,314.72,7.7,Clay,5.95,Potato,Harvest,Zaid,Drip,River,4.09,Yes,12.55,South
8.17,18.04,1.25,3.33,13.46,79.36,88.61,6.91,Silt,1.45,Potato,Flowering,Kharif,Drip,Groundwater,2.39,No,5.83,South
5.31,62.88,1.05,3.38,23.92,76.43,876.51,9.11,Clay,4.31,Wheat,Flowering,Zaid,Sprinkler,Reservoir,0.68,Yes,21.85,Central
6.45,9.15,0.46,1.23,28.5,55.46,2108.5,8.65,Clay,2.21,Cotton,Sowing,Rabi,Drip,Reservoir,0.43,Yes,11.02,East
5.94,64.93,0.67,1.35,20.96,88.07,120.59,7.85,Sandy,19.77,Sugarcane,Harvest,Rabi,Drip,Groundwater,9.11,No,80.89,South
7.2,40.77,0.86,2.08,38.74,47.41,606.45,6.29,Clay,19.79,Cotton,Sowing,Zaid,Drip,Rainwater,10.04,Yes,52.93,Central
5.77,31.26,0.95,1.31,41.88,62.23,2398.9,5.61,Silt,12.67,Potato,Vegetative,Rabi,Drip,Rainwater,0.8,No,18.55,South
5.44,9.12,0.57,2.64,34.91,72.01,110.56,10.02,Clay,5.86,Maize,Flowering,Kharif,Sprinkler,River,9.45,Yes,64.07,West
6.06,17.86,0.53,2.91,13.78,87.88,2041.72,7.2,Clay,19.38,Wheat,Vegetative,Zaid,Rainfed,Reservoir,2.67,No,3.04,Central
5.5,37.99,1.31,2.58,39.45,77.06,348.4,5.63,Clay,15.51,Wheat,Vegetative,Rabi,Drip,River,14.1,Yes,25.03,West
7.18,25.88,0.87,2.71,30.5,29.67,1219.06,10.26,Loamy,4.69,Potato,Flowering,Kharif,Sprinkler,Rainwater,9.15,Yes,102.81,North
6.11,62.52,0.69,3.19,13.99,90.17,337.43,9.97,Clay,17.61,Wheat,Vegetative,Zaid,Sprinkler,River,0.86,Yes,6.51,Central
5.19,12.85,1.17,1.61,12.13,63.42,865.77,8.44,Sandy,11.73,Cotton,Vegetative,Kharif,Canal,Rainwater,7.96,Yes,113.08,South
6.71,48.75,1.09,0.87,36.91,49.37,1930.42,9.02,Loamy,13.9,Maize,Harvest,Zaid,Rainfed,Rainwater,4.61,Yes,30.62,North
6.61,36.01,0.54,1.74,40.92,27.05,221.63,10.05,Silt,13.9,Potato,Vegetative,Zaid,Canal,Rainwater,1.22,No,26.9,South
4.85,22.65,1.44,0.24,13.11,43.94,1759.53,6.63,Sandy,12.58,Maize,Sowing,Kharif,Sprinkler,Groundwater,4.83,Yes,104.22,East
6.84,37.0,1.2,3.5,23.07,33.91,156.56,10.96,Clay,19.92,Maize,Vegetative,Kharif,Rainfed,Reservoir,13.78,Yes,91.19,South
6.82,22.12,0.77,3.47,20.59,47.1,1527.78,4.29,Clay,17.75,Potato,Flowering,Zaid,Sprinkler,Rainwater,12.5,No,85.34,Central
5.7,10.46,0.92,1.67,35.0,51.14,1805.42,4.29,Sandy,12.25,Wheat,Flowering,Rabi,Sprinkler,Groundwater,8.52,No,75.51,South
7.11,36.09,1.47,1.84,12.44,52.34,1528.28,7.78,Clay,2.79,Cotton,Vegetative,Zaid,Rainfed,Reservoir,2.29,Yes,109.91,South
4.93,54.34,1.42,0.82,31.01,56.66,1189.46,10.13,Clay,12.41,Potato,Flowering,Rabi,Canal,Groundwater,11.49,Yes,20.26,South
7.3,25.83,0.56,0.59,26.66,29.4,1825.68,7.14,Sandy,16.07,Wheat,Flowering,Kharif,Rainfed,Rainwater,11.01,Yes,10.62,East
5.98,61.14,1.22,1.72,18.75,82.41,2373.73,10.54,Silt,5.46,Cotton,Sowing,Kharif,Rainfed,Groundwater,14.58,No,35.18,Central
7.0,61.68,1.03,3.42,29.14,59.2,688.92,6.24,Sandy,1.07,Cotton,Vegetative,Rabi,Sprinkler,Rainwater,5.91,No,52.05,West
6.65,13.72,0.48,3.28,18.51,51.2,1528.39,5.69,Sandy,4.22,Maize,Flowering,Rabi,Sprinkler,Rainwater,12.18,No,43.84,South
7.64,57.24,1.05,3.02,38.32,47.96,2212.67,4.16,Loamy,13.85,Sugarcane,Vegetative,Zaid,Rainfed,River,9.63,No,81.22,South
6.58,13.47,1.16,2.47,25.07,39.79,2319.7,8.44,Clay,19.57,Sugarcane,Vegetative,Kharif,Sprinkler,Reservoir,2.66,Yes,117.68,East
5.47,39.53,1.02,1.93,13.75,26.48,314.68,8.77,Silt,11.01,Potato,Vegetative,Rabi,Sprinkler,Reservoir,13.77,Yes,90.29,North
6.64,39.5,0.37,2.23,23.64,27.77,1783.89,4.11,Sandy,2.15,Wheat,Harvest,Kharif,Drip,River,6.66,No,80.28,East
5.46,43.78,1.19,2.11,35.68,42.27,2156.79,4.27,Loamy,2.54,Potato,Harvest,Rabi,Drip,Rainwater,5.14,Yes,27.55,North
5.12,21.84,1.42,0.7,28.21,85.88,1930.94,6.31,Silt,12.57,Rice,Flowering,Kharif,Sprinkler,Reservoir,6.75,Yes,104.23,North
6.82,28.16,1.3,2.81,15.86,69.1,366.58,10.13,Silt,17.39,Rice,Vegetative,Rabi,Canal,Reservoir,5.04,No,94.04,South
7.04,15.36,0.41,2.93,37.99,88.02,1566.25,7.36,Loamy,8.73,Rice,Sowing,Zaid,Rainfed,Groundwater,12.14,No,77.67,West
5.85,50.75,1.35,2.91,41.24,75.01,816.32,9.94,Loamy,14.18,Sugarcane,Harvest,Rabi,Drip,Rainwater,12.06,Yes,51.85,North
6.36,48.03,0.72,1.08,40.01,40.31,1843.07,10.63,Sandy,12.43,Potato,Vegetative,Kharif,Sprinkler,Rainwater,14.19,No,10.0,South
5.4,34.06,0.56,1.31,34.69,36.08,1420.15,5.68,Sandy,12.24,Rice,Flowering,Rabi,Canal,Reservoir,6.0,Yes,74.14,West
7.36,39.05,0.6,1.06,23.11,56.59,1282.88,10.59,Loamy,17.02,Sugarcane,Vegetative,Zaid,Drip,Groundwater,9.72,No,30.62,South
5.05,42.58,1.42,3.35,22.74,33.75,1119.63,5.61,Silt,17.91,Sugarcane,Sowing,Kharif,Canal,Reservoir,10.16,No,26.61,West
7.46,40.35,0.99,0.94,33.9,37.71,1600.18,5.47,Loamy,11.89,Potato,Vegetative,Rabi,Drip,River,9.08,No,99.86,West
8.13,38.01,1.32,1.44,30.74,83.14,1805.71,7.25,Sandy,17.45,Rice,Vegetative,Rabi,Canal,Reservoir,1.65,No,9.69,West
5.15,25.62,1.34,1.1,13.98,70.36,1250.3,10.12,Silt,7.47,Sugarcane,Harvest,Zaid,Canal,Reservoir,13.18,No,25.79,South
4.91,62.58,0.97,1.46,16.22,26.86,375.14,6.29,Loamy,7.78,Maize,Sowing,Kharif,Drip,Rainwater,9.83,No,45.71,South
6.26,19.58,0.36,1.67,31.14,74.3,1474.55,8.53,Loamy,17.68,Rice,Vegetative,Rabi,Rainfed,Reservoir,1.27,Yes,97.92,Central
5.34,10.12,1.3,3.26,22.99,46.47,1930.93,6.89,Silt,18.65,Cotton,Sowing,Zaid,Sprinkler,Rainwater,14.07,Yes,27.98,East
6.7,22.12,0.72,1.01,34.72,34.04,2497.23,7.3,Loamy,8.05,Maize,Vegetative,Rabi,Sprinkler,River,9.05,Yes,42.61,West
6.43,60.65,1.51,2.34,29.45,74.15,162.57,4.63,Clay,11.38,Rice,Flowering,Zaid,Drip,Reservoir,4.37,Yes,51.11,South
7.35,37.65,0.37,1.39,37.56,70.5,698.99,9.86,Sandy,14.67,Maize,Harvest,Rabi,Rainfed,Rainwater,2.11,Yes,19.33,East
7.39,37.43,0.57,2.0,20.86,37.59,1450.81,6.28,Sandy,18.3,Maize,Sowing,Rabi,Drip,Reservoir,2.55,Yes,65.48,West
5.02,22.65,1.58,1.71,34.55,41.15,1854.85,7.29,Clay,7.27,Potato,Vegetative,Zaid,Canal,River,9.56,No,22.24,West
5.22,11.12,1.04,1.05,22.44,59.41,1909.35,8.2,Silt,16.88,Maize,Harvest,Zaid,Drip,Rainwater,4.35,Yes,21.24,North
8.0,38.95,0.5,1.78,35.61,70.05,1527.91,9.18,Loamy,19.31,Wheat,Vegetative,Rabi,Canal,Groundwater,6.79,No,96.44,North
5.63,8.83,1.12,1.8,14.58,75.14,890.22,10.59,Sandy,4.38,Wheat,Vegetative,Rabi,Sprinkler,Rainwater,7.96,Yes,74.53,East
6.56,50.34,0.42,2.8,37.27,79.47,1574.51,7.05,Clay,2.5,Rice,Vegetative,Kharif,Drip,River,7.46,No,99.37,East
6.56,15.1,0.71,2.77,30.07,61.85,1336.43,9.52,Sandy,12.67,Sugarcane,Vegetative,Zaid,Canal,Reservoir,2.51,No,103.43,Central
5.9,33.1,0.58,1.82,25.1,89.52,1560.59,10.81,Loamy,4.51,Rice,Harvest,Zaid,Rainfed,River,13.84,Yes,100.26,South
6.68,42.66,1.22,1.03,16.67,62.29,2206.52,4.55,Clay,13.53,Sugarcane,Harvest,Rabi,Drip,Groundwater,5.8,No,70.58,South
5.99,15.0,1.42,2.38,21.89,69.22,2393.44,5.48,Clay,9.65,Cotton,Harvest,Rabi,Sprinkler,Groundwater,2.81,Yes,5.76,Central
8.13,15.35,0.98,1.51,21.58,66.51,448.69,9.08,Sandy,2.25,Wheat,Flowering,Kharif,Canal,Groundwater,3.03,No,106.24,East
7.94,64.22,1.56,2.98,32.63,30.84,290.71,8.86,Silt,15.21,Sugarcane,Vegetative,Zaid,Sprinkler,River,3.23,No,62.88,North
5.23,50.51,1.39,1.52,37.57,93.77,1104.43,6.93,Silt,15.23,Maize,Sowing,Zaid,Sprinkler,River,3.34,Yes,80.13,Central
4.85,17.15,0.61,0.98,26.92,47.73,1139.82,10.29,Loamy,5.81,Cotton,Vegetative,Rabi,Sprinkler,Reservoir,11.13,No,91.51,West
6.47,17.33,1.12,2.71,29.97,49.25,1730.78,5.89,Silt,12.12,Potato,Vegetative,Rabi,Canal,Reservoir,9.82,Yes,15.47,South
6.39,41.99,0.98,0.69,26.29,70.93,226.54,5.22,Loamy,18.16,Cotton,Vegetative,Rabi,Sprinkler,Groundwater,9.65,No,36.55,Central
5.02,10.1,1.52,1.64,23.96,35.9,2097.37,5.98,Clay,19.53,Wheat,Vegetative,Rabi,Rainfed,Rainwater,11.58,Yes,57.41,Central
6.84,10.62,0.57,3.2,20.82,75.12,487.97,5.56,Loamy,10.6,Maize,Vegetative,Zaid,Drip,Rainwater,3.21,No,116.28,West
6.49,60.54,0.42,2.24,13.0,74.62,350.8,9.02,Loamy,1.82,Potato,Sowing,Rabi,Drip,River,8.98,No,83.57,Central
5.85,61.83,0.54,2.36,24.0,75.44,2140.54,9.09,Silt,15.08,Wheat,Sowing,Kharif,Sprinkler,Reservoir,6.82,Yes,17.05,Central
8.16,33.34,1.43,1.05,40.67,71.73,2385.26,7.94,Silt,9.3,Cotton,Vegetative,Rabi,Rainfed,Rainwater,7.72,Yes,63.69,East
6.54,30.85,1.18,0.14,41.13,73.63,1150.06,7.33,Sandy,1.41,Maize,Sowing,Kharif,Rainfed,Groundwater,3.61,No,51.49,East
7.64,9.84,0.92,1.4,36.06,89.62,1547.11,7.13,Silt,2.75,Rice,Vegetative,Rabi,Rainfed,Reservoir,14.24,Yes,76.34,Central
5.97,26.34,0.31,2.66,28.23,32.43,1518.52,8.34,Sandy,15.52,Sugarcane,Harvest,Rabi,Rainfed,River,12.86,No,43.02,West
5.15,33.64,1.29,1.61,24.05,48.28,2089.22,4.85,Silt,0.9,Potato,Harvest,Kharif,Sprinkler,River,10.71,No,60.39,East
5.58,52.06,0.38,2.65,14.59,55.87,2435.98,7.53,Silt,5.16,Rice,Harvest,Rabi,Rainfed,Reservoir,11.73,Yes,98.09,North
6.74,62.66,1.12,2.62,40.69,46.69,1427.98,7.09,Loamy,17.25,Maize,Harvest,Rabi,Sprinkler,Rainwater,5.32,No,60.52,North
8.19,60.85,1.5,2.68,32.94,45.88,2174.42,5.03,Loamy,2.5,Maize,Harvest,Rabi,Sprinkler,Rainwater,11.27,Yes,87.4,South
6.55,16.59,0.8,1.0,17.02,73.26,1504.57,4.65,Sandy,10.87,Potato,Flowering,Kharif,Sprinkler,Rainwater,2.86,Yes,102.67,North
6.87,50.94,1.28,2.4,30.93,72.32,1128.17,9.67,Loamy,4.41,Maize,Harvest,Kharif,Canal,Reservoir,1.13,Yes,45.26,North
6.01,52.15,0.52,2.79,19.76,27.29,1471.56,7.86,Sandy,12.3,Potato,Harvest,Zaid,Canal,Rainwater,5.06,No,112.81,West
7.33,52.41,1.39,3.42,27.59,86.56,504.54,7.77,Sandy,0.88,Potato,Harvest,Zaid,Rainfed,River,1.03,No,17.34,East
6.77,47.26,0.95,0.16,31.39,34.58,1035.32,8.59,Sandy,9.22,Rice,Sowing,Kharif,Rainfed,Rainwater,2.99,No,30.75,North
6.38,51.38,1.05,1.45,22.43,40.73,1548.12,5.92,Sandy,13.72,Rice,Vegetative,Rabi,Drip,Groundwater,2.83,No,68.58,East
6.24,9.75,1.07,0.69,37.44,83.8,641.05,9.3,Clay,11.35,Maize,Harvest,Rabi,Drip,River,10.33,No,24.88,South
5.05,55.76,0.58,2.3,39.27,29.98,2134.38,7.65,Sandy,11.38,Cotton,Flowering,Zaid,Rainfed,River,4.19,Yes,7.56,West
5.38,55.36,1.57,2.15,21.36,65.45,1785.99,9.98,Loamy,3.26,Cotton,Vegetative,Rabi,Sprinkler,Reservoir,12.82,No,84.82,West
6.91,49.98,1.57,0.85,15.39,89.59,277.8,6.54,Loamy,1.89,Maize,Flowering,Kharif,Rainfed,Groundwater,6.2,Yes,104.63,South
6.87,25.7,0.79,0.57,38.32,39.6,1306.02,8.08,Silt,18.59,Cotton,Vegetative,Kharif,Drip,River,4.09,No,94.49,South
6.57,61.97,0.99,0.95,19.32,62.56,1215.66,10.63,Silt,9.77,Wheat,Harvest,Zaid,Drip,Rainwater,12.48,No,65.08,East
5.48,29.16,0.82,2.09,40.46,62.76,80.91,6.15,Clay,19.04,Potato,Vegetative,Zaid,Rainfed,Rainwater,1.0,No,80.34,Central
5.92,38.25,0.67,2.74,27.51,80.23,1996.96,6.11,Silt,14.88,Cotton,Flowering,Rabi,Drip,Rainwater,5.45,No,108.11,South
7.89,47.83,0.84,1.43,29.87,69.41,812.71,10.6,Loamy,2.21,Maize,Sowing,Rabi,Rainfed,Reservoir,4.46,Yes,25.31,South
6.85,21.23,1.13,3.39,33.41,65.08,588.22,4.43,Loamy,11.92,Rice,Sowing,Rabi,Canal,Rainwater,13.85,Yes,38.84,South
6.39,26.92,0.48,0.9,31.55,92.49,258.4,9.1,Sandy,9.48,Potato,Harvest,Zaid,Rainfed,Reservoir,8.56,Yes,105.93,North
5.03,50.92,1.03,0.12,33.24,61.88,2175.54,5.08,Silt,10.16,Rice,Flowering,Kharif,Rainfed,Groundwater,7.45,Yes,88.23,North
4.85,9.65,1.17,3.22,40.99,38.59,69.02,6.0,Sandy,9.12,Cotton,Vegetative,Zaid,Rainfed,Groundwater,1.17,No,80.54,West
7.09,14.13,0.53,1.39,21.64,53.43,1479.04,8.01,Sandy,9.37,Wheat,Vegetative,Rabi,Sprinkler,Reservoir,7.43,No,29.42,West
6.89,26.78,1.01,2.94,35.36,47.15,848.26,6.22,Loamy,17.75,Rice,Flowering,Kharif,Canal,Reservoir,5.37,Yes,64.0,Central
7.29,40.75,0.32,2.03,15.83,63.25,1248.54,8.8,Clay,0.74,Maize,Vegetative,Zaid,Sprinkler,River,14.23,Yes,9.85,Central
4.92,27.12,0.57,2.57,25.89,51.08,1993.06,10.97,Silt,19.1,Rice,Flowering,Rabi,Rainfed,River,8.48,Yes,110.53,South
7.87,43.98,0.91,0.7,13.6,79.77,285.58,7.74,Loamy,6.06,Sugarcane,Harvest,Rabi,Rainfed,Reservoir,4.25,Yes,30.95,West
7.43,26.58,1.34,1.41,17.53,68.65,796.95,8.91,Loamy,13.54,Rice,Harvest,Kharif,Rainfed,Reservoir,9.12,Yes,52.97,South
5.85,45.78,1.05,0.58,20.42,52.33,2471.69,8.79,Clay,11.03,Potato,Flowering,Rabi,Rainfed,River,4.58,No,6.85,West
8.1,30.49,0.75,0.7,30.67,68.78,1643.87,8.28,Sandy,15.93,Sugarcane,Harvest,Rabi,Canal,River,13.66,Yes,93.12,East
7.29,57.52,1.54,1.86,39.8,65.19,612.61,4.38,Clay,5.13,Cotton,Flowering,Zaid,Rainfed,Groundwater,3.51,Yes,41.16,West
7.34,13.8,1.28,3.31,20.21,59.0,376.86,4.18,Silt,17.96,Sugarcane,Vegetative,Rabi,Sprinkler,Groundwater,2.93,No,96.63,East
6.99,14.78,1.13,2.7,35.82,62.81,1906.82,5.41,Loamy,12.1,Maize,Vegetative,Kharif,Canal,Groundwater,0.47,No,108.29,North
5.27,35.19,0.66,1.49,25.08,54.16,2279.13,5.0,Silt,17.31,Maize,Harvest,Zaid,Drip,Reservoir,5.66,No,53.74,South
6.02,16.45,1.12,2.69,25.23,52.37,235.44,6.34,Loamy,15.03,Cotton,Sowing,Kharif,Canal,Reservoir,8.75,No,24.65,North
7.26,34.27,1.28,0.88,16.9,51.29,376.79,7.95,Clay,18.32,Cotton,Sowing,Kharif,Rainfed,Reservoir,7.05,Yes,33.52,East
6.51,25.44,0.64,0.9,28.78,61.97,986.04,6.58,Loamy,14.4,Wheat,Harvest,Rabi,Drip,Reservoir,4.08,No,62.97,North
4.92,63.35,1.36,1.34,15.58,53.37,824.25,4.11,Clay,3.93,Cotton,Flowering,Zaid,Canal,Rainwater,1.71,Yes,55.18,East
5.3,45.36,0.94,0.68,33.88,40.7,960.27,8.91,Sandy,2.93,Rice,Harvest,Rabi,Sprinkler,Rainwater,6.6,Yes,59.5,East
7.13,40.06,0.66,0.51,39.35,76.53,469.46,6.05,Sandy,15.19,Wheat,Harvest,Zaid,Canal,Reservoir,7.32,No,36.05,West
6.08,15.79,1.01,2.26,39.45,84.81,1341.94,5.19,Silt,16.45,Wheat,Flowering,Kharif,Drip,Rainwater,12.79,No,98.71,East
7.28,54.31,0.91,1.09,20.83,59.54,332.27,9.78,Loamy,8.44,Sugarcane,Vegetative,Rabi,Rainfed,Reservoir,3.89,Yes,7.18,West
7.59,24.72,0.53,2.41,40.43,70.9,1063.39,10.08,Silt,13.3,Cotton,Harvest,Kharif,Drip,Rainwater,12.93,No,54.01,East
5.07,45.55,0.83,0.58,21.41,91.48,886.48,7.08,Sandy,19.13,Cotton,Flowering,Zaid,Drip,Reservoir,4.99,Yes,104.53,East
7.47,41.27,1.15,1.74,37.37,80.94,2224.57,8.36,Silt,15.63,Sugarcane,Flowering,Rabi,Sprinkler,Groundwater,1.59,No,71.43,Central
7.43,46.86,1.06,2.44,32.39,43.36,1989.1,10.97,Loamy,10.19,Sugarcane,Flowering,Kharif,Drip,Reservoir,1.29,No,46.25,West
5.11,18.54,0.54,1.15,23.65,51.71,1275.07,7.91,Loamy,12.99,Cotton,Vegetative,Zaid,Rainfed,Rainwater,1.56,Yes,23.95,Central
6.05,37.37,0.83,1.41,16.87,66.5,2380.63,9.06,Sandy,16.37,Sugarcane,Flowering,Rabi,Sprinkler,River,0.95,No,115.24,East
7.19,25.63,0.86,0.62,16.27,38.98,448.85,10.33,Sandy,12.74,Maize,Sowing,Kharif,Rainfed,Groundwater,5.17,No,0.97,West
6.24,18.22,1.21,0.34,20.95,88.15,1414.78,9.28,Loamy,9.81,Cotton,Harvest,Kharif,Sprinkler,Rainwater,2.59,Yes,63.36,West
5.08,59.64,1.42,2.9,26.11,44.66,1524.76,9.08,Sandy,2.57,Cotton,Sowing,Zaid,Sprinkler,Rainwater,6.8,Yes,26.16,Central
7.21,20.54,1.03,0.72,25.95,52.82,2193.71,5.5,Silt,15.9,Maize,Sowing,Rabi,Rainfed,Rainwater,4.23,Yes,6.54,Central
5.05,32.19,0.38,0.47,29.76,28.68,1761.86,6.28,Loamy,13.35,Sugarcane,Vegetative,Zaid,Drip,Reservoir,12.07,No,80.76,South
7.32,61.64,0.95,0.85,14.96,64.73,502.93,4.6,Sandy,4.24,Cotton,Flowering,Kharif,Drip,Groundwater,14.65,Yes,93.19,West
4.94,19.36,1.59,3.18,41.23,44.38,1122.65,7.98,Loamy,2.72,Cotton,Flowering,Kharif,Drip,River,8.88,Yes,69.43,North
6.58,57.27,1.05,3.32,26.02,59.1,582.0,6.64,Clay,15.02,Rice,Vegetative,Rabi,Sprinkler,River,10.66,Yes,75.61,South
6.88,11.57,1.14,1.65,36.89,63.84,2406.01,5.01,Loamy,19.62,Potato,Vegetative,Kharif,Rainfed,Reservoir,14.02,No,20.89,South
8.01,15.06,1.19,0.82,28.13,54.76,561.75,10.64,Silt,3.17,Wheat,Flowering,Rabi,Drip,River,14.94,No,94.39,Central
5.44,9.5,1.27,0.64,14.77,69.47,2023.86,7.44,Clay,10.42,Wheat,Sowing,Zaid,Sprinkler,Rainwater,9.82,Yes,76.03,South
6.29,22.27,0.51,3.36,23.83,40.35,1802.38,8.42,Silt,11.59,Cotton,Flowering,Zaid,Sprinkler,River,7.87,Yes,27.92,North
6.6,52.08,0.49,0.85,37.42,60.22,1957.43,7.67,Clay,12.37,Maize,Sowing,Rabi,Sprinkler,Groundwater,6.61,Yes,26.44,Central
6.77,15.39,1.36,3.27,37.09,83.2,462.51,6.49,Clay,2.08,Sugarcane,Vegetative,Kharif,Canal,River,3.1,No,77.47,South
8.04,42.81,0.61,1.33,35.01,51.44,331.06,6.09,Clay,12.74,Potato,Vegetative,Zaid,Rainfed,Rainwater,8.67,Yes,13.4,East
6.99,10.61,1.33,1.57,22.46,71.73,2263.06,4.01,Clay,18.18,Rice,Sowing,Rabi,Drip,Reservoir,3.69,Yes,31.92,South
7.1,59.96,1.49,2.3,30.29,29.45,1813.25,7.59,Clay,6.05,Cotton,Vegetative,Zaid,Drip,Groundwater,7.88,No,18.9,West
8.09,51.24,1.49,2.68,25.56,69.77,27.97,8.74,Silt,18.37,Cotton,Flowering,Rabi,Rainfed,Rainwater,3.93,Yes,8.37,North
7.56,24.19,0.35,1.45,34.13,30.23,1884.78,4.62,Silt,5.36,Rice,Sowing,Zaid,Rainfed,Rainwater,12.26,No,34.45,North
6.14,28.59,0.9,2.15,27.84,40.52,743.06,8.06,Clay,15.74,Potato,Flowering,Zaid,Canal,Groundwater,4.38,No,40.24,East
6.9,26.21,0.74,2.75,15.54,43.25,973.64,9.19,Silt,16.35,Maize,Vegetative,Rabi,Drip,Rainwater,5.14,No,74.58,East
4.98,23.76,0.92,0.49,37.39,90.45,1331.92,7.25,Clay,19.13,Sugarcane,Harvest,Zaid,Sprinkler,River,7.46,No,2.58,Central
5.51,64.39,1.04,0.18,17.54,28.92,2030.46,10.84,Sandy,16.77,Rice,Flowering,Zaid,Drip,Reservoir,13.53,Yes,97.86,Central
7.68,16.99,0.94,1.02,14.88,27.33,418.17,8.38,Clay,13.07,Maize,Harvest,Rabi,Canal,Rainwater,2.31,No,17.93,South
6.04,32.5,0.87,2.93,15.84,94.41,1624.9,4.46,Loamy,10.61,Cotton,Sowing,Rabi,Sprinkler,Rainwater,5.82,Yes,10.04,Central
6.72,64.51,1.12,1.89,39.35,29.08,410.88,5.29,Loamy,2.07,Potato,Flowering,Rabi,Drip,Rainwater,13.45,No,14.95,South
7.17,13.02,1.16,2.52,32.28,80.39,1643.28,9.26,Clay,7.17,Cotton,Harvest,Rabi,Sprinkler,River,9.36,No,112.39,South
6.7,37.66,0.94,2.61,29.13,37.5,1163.75,6.84,Loamy,16.64,Potato,Sowing,Rabi,Sprinkler,Rainwater,2.09,Yes,6.51,North
5.37,53.68,1.13,1.64,15.98,43.32,224.49,6.36,Clay,10.57,Maize,Flowering,Rabi,Rainfed,River,4.11,No,11.83,East
6.88,55.14,1.43,2.55,33.18,85.77,654.76,9.78,Silt,5.36,Potato,Vegetative,Kharif,Sprinkler,River,5.24,No,24.14,East
5.43,46.48,0.98,0.38,19.46,43.49,1500.35,9.29,Loamy,2.8,Maize,Sowing,Zaid,Rainfed,River,4.6,No,90.47,Central
5.23,45.96,1.01,1.34,39.83,73.9,1223.92,10.92,Clay,4.24,Sugarcane,Vegetative,Rabi,Sprinkler,Rainwater,9.75,No,106.38,South
5.21,35.86,0.56,2.81,21.73,63.91,344.73,9.33,Silt,8.54,Sugarcane,Flowering,Rabi,Rainfed,Groundwater,14.91,No,86.51,West
7.26,48.88,0.78,3.16,25.6,40.55,1806.84,10.7,Sandy,18.44,Maize,Vegetative,Kharif,Sprinkler,Groundwater,12.96,Yes,37.92,North
6.89,61.91,0.99,3.21,18.97,30.59,343.57,7.4,Clay,0.9,Maize,Flowering,Zaid,Drip,Rainwater,6.16,No,7.53,East
5.94,33.68,1.45,1.18,36.69,38.11,247.58,4.95,Sandy,10.62,Potato,Flowering,Kharif,Drip,River,3.53,No,43.99,Central
6.56,55.4,1.01,2.59,36.13,81.63,1076.04,4.54,Silt,16.33,Rice,Vegetative,Zaid,Canal,River,6.92,No,55.86,West
6.47,14.92,1.14,2.77,18.53,73.7,239.57,4.76,Clay,10.96,Sugarcane,Harvest,Kharif,Canal,Reservoir,14.41,Yes,105.67,North
8.15,64.3,0.68,0.23,36.27,30.02,1978.58,5.18,Loamy,16.37,Wheat,Sowing,Rabi,Canal,Groundwater,0.95,No,10.83,Central
7.52,43.76,1.27,1.71,38.59,62.39,571.07,7.06,Sandy,7.39,Cotton,Sowing,Zaid,Canal,River,9.77,No,101.28,Central
5.41,34.91,0.94,2.55,28.16,79.21,525.52,4.75,Loamy,2.62,Sugarcane,Vegetative,Zaid,Canal,Rainwater,5.39,Yes,52.04,North
